src	dest
DYNLL1	TUBA1A
GNG8	GNAI2
PSMD7	LTBR
GRK6	ADORA1
TNFRSF1A	BID
HSP90AB1	CDKN1A
CWC22	POLR2B
CNTRL	RAB3IP
SORBS1	FLOT1
EPOR	PTPN6
V3-4	MS4A2
POLR2G	SF3B1
ERBB4	SH3KBP1
NUP62	KPNA5
TGFB1	BAMBI
IGLV2-23	IGHD
PLCD4	DGKI
WDR5	POLR2K
PSMD6	PSMA1
YWHAE	TUBGCP3
ORMDL3	SPTSSA
RTP2	OR9K2
MT-ND1	NDUFC1
VEGFA	SRC
MAP3K14	CHUK
ITGA2	CRK
EPN2	CHRM2
MRGBP	ACTB
ROR2	FLNA
WNT8A	FZD5
LRP3	APBB1
ARPC5	IGHV3-33
CDH16	PCDHB16
FBF1	CDK5RAP2
SNRPD2	CLP1
LONRF1	RBBP6
SUGP1	RBM17
MAD2L1	CENPK
RPS19	ETF1
CTSD	HLA-DQB2
POLR2L	PUF60
POLR2F	SF3A3
PSMD8	APOBEC3G
PIAS4	CREBBP
IGKV3-15	IGHV3-48
IGHG1	CD247
PPP1R15A	TGFBR1
CCR2	GNB1
LSM4	POLR2J
ARRB1	SSTR3
SMNDC1	SRRM2
NUP50	THOC5
SCN5A	ANK2
CASPASE-9C	CASP7
SMAD3	AXIN1
IGHV3-11	WIPF3
DAB2	HSPA8
UQCRB	UQCR11
PRL	IL7R
HNRNPR	PPIE
TUBB4A	TUBB4B
PPP2R1A	RPS6
MYH9	ACTBL2
EPHB6	EPHA2
MAPK8	ESR2
MAP2K1	PPP2CA
RPS28	RIOK2
L1CAM	NCAM1
LTA	BIRC3
SPRY1	EPS15L1
KRT81	KRT17
TNKS1BP1	PAIP1
SYCE1	STAG2
TOPBP1	KAT5
EIF4EBP1	MLST8
MTMR1	PIK3C2B VARIANT PROTEIN
OR1E2	GNG13
DNAJC8	EIF4A3
IRF4	LAT
NUP160	SNRPF
RAB11A	C2CD5
PRKAG3	AKT1S1
YBX1	DNAJC8
SMARCA5	CENPA
CHERP	SF3B1
USF1	ASCL1
ERAL1	MRPS10
RBX1	GAN
CCL4	PTGER1
ACTN1	ILK
MT-ND5	NDUFB2
RAC1	MYL12A
PAIP1	EIF4B
PLCG1	LCP2
ELAVL1	PLRG1
OR1J1	GNB1
HLX	IL12B
MAL	HNF1ALPHA
POLR2K	RPRD2
UBC	NGF
OR4B1	GNB1
IGKV3-15	IGLC6
NDUFS7	NDUFS8
MRPS6	MRPL9
PTBP1	POLR2A
ZFYVE9	SMAD9
V4-6	ELMO1
TRIP12	FBXW10
PCBP1	NCBP2
PCDH15	PCDHA11
SRSF3	HNRNPK
CWC27	SNRNP27
RPLP0	RPL14
SRSF7	UPF3B
SF3B5	HNRNPA3
NUPL2	HMGA1
CREBBP	RARB
STRA13	RPS27A
SPOP	UBA52
SNRPB2	HNRNPA1
KLHL13	RBX1
WNT8A	GNG7
SRRM1	SLU7
NUP50	THOC7
CENPU	NUP43
ANAPC1	PTTG2
PSMC3	GLI3
CDK4	DVL1
PIP4K2C	SYNJ2
TDRD1	PIWIL4
RGP1	SYS1
NUF2	CLASP2
TAF9B	GTF2E1
STRADB	PRKAG3
UPF3A	RPL28
TP53	PRKAB1
RPLP0	RPS17
SEC24B	SREBF2
SREBF1	HOMEZ
CBX2	PHC3
FNBP1	AP2A1
IGHV3-9	IGHA2
RXRA	ACSL4
PPP6C	RAF1
POLR2G	SNRNP40
UBA52	SRP54
CEP290	TUBB4B
PTPN11	PECAM1
SUPT6H	ERCC3
TCF7L1	SMARCD1
DNAJC6	SYT2
RELA	IL1B
RPS19BP1	HSPA1B
HTR2C	GNG8
CPSF3	POLR2H
NRG1	NRG2
UBB	UBE2E1
HIP1R	VAMP7
NCOA6	MED15
GNAL	GNGT1
HLA-DRB5	LAG3
DYNC1LI1	RAB6A
LSM2	SF3B4
CETN2	C2CD3
RPS3A	RPS6
IFNA13	IFNGR1
SPTB	KRAS
RPL41	SRPRB
ATP6V1G3	LAMTOR3
PRKACG	OR5K3
PSME1	TNFSF13B
RPSA	RPL41
MLLT1	CCNH
NUP54	SRSF6
EXOSC2	NOL11
ACTR2	AP2B1
AJUBA	YWHAG
PPIE	CD2BP2
CNIH1	GOLGA2
GNG4	BDKRB2
CSTF2T	SRSF7
BAIAP2	V2-11
ZEB1	CSF2
DHX15	ELAVL2
EDN1	ADCY4
HLA-DPB1	CD74
SNRNP200	FUS
GRM3	PLCB2
RASGRP3	HRAS
STAG1 VARIANT PROTEIN	RAD21
ERCC4	FANCD2
GSK3B	AKT2
IL6R	SRC
GTF2F2	PUF60
DHX15	CWC15
HIP1	CLTC
ARRB1	OR9Q1
SPC24	RANGAP1
SMARCA5	KAT2A
DCTN4	TMED7
MT-ND1	MT-ND3
MAPK3	SND1
VEGFD	TEK
MMP3	ACAN
GRK3	GRM5
UBA52	MAD2L2
PPIL1	XAB2
TUBG1	RAB3IP
SKIV2L2	HNRNPA2B1
MPDZ	IGSF5
KMT5B	HIST1H4A
ZNF467	CEBPA
CYFIP1	EIF4E1B
TUBGCP5	CEP250
HLA-DRB3	HLA-DMA
CD55	RAB1B
GNAI3	PLA2G4F
LILRA2	SYK
ADRB2	GNAL
POLK	PRPF19
CSF1R	IRS1
MT-ND2	NDUFA5
MED17	RXRG
NCBP2	RPLP2
HIST1H4A	ERCC3
AP2B1	VAMP2
COX11	MT-CO3
WBP11	TRA2B
OR2T11	GNG13
SNX9	EPS15L1
HNRNPL	GTF2F2
GAPVD1	LDLRAP1
RPSA	SECISBP2
TFDP2	HDAC1
COL8A1	ITGB3
PSMD9	LTB
PLRG1	CDC5L
PLCD3	PIK3R3
SSR4	TRAM1
RABGGTA	RAB5A
CAV3	ITGB7
NUP58	HMGA1
CNTRL	IQCB1
PLCD4	INPP5E
TUBGCP6	PPP2R1A
CHRM1	PKN2
CEP131	DYNLL1
PRKACA	HDAC8
RAD9B	MRE11A
CAP1	GPC1
ITGAV	TGFBI
RPA1	ORC3
WBP4	HNRNPU
PSME3	RBX1
MRPS7	MRPL40
SPDL1	INCENP
NTRK3	NRAS
RBBP7	BRMS1
RXRA	MED19
MRPS12	MRPL23
RBM5	SF1
ZBTB16	CCNA1
GNAS	CDK4
CTDSP1	SMAD1
ROCK2	MYH10
RPN2	RPS6
ROBO1	RAC1
FGFR4	FGFR2
HNRNPUL1	TXNL4A
LAMTOR3	RAF1
ADORA2A	ADGRF5
LAMTOR4	RRAGC
FOS	TCF7L2
NUP153	NUP35
FAM175A	ATM
MAP3K14	SKP1
KRT79	KRT34
RPL23	EEFSEC
FGFR2	PLCB4
NUMBL	NOTCH3
ACTN4	ITGA8
POLR2C	POLD1
GAD1	SLC32A1
VPS37B	CHMP4B
GSPT1	MAGOH
PPP2R5A	AXIN1
FLNB	COL2A1
ITGAD	PTK2
MRPL43	MRPL15
RBM22	HNRNPF
U2AF1L5	MAGOHB
RPA2	MRE11A
COL6A1	ITGA11
GTF2F2	INTS10
NGFR	NSMCE3
RPS15A	RPS6
SUPT5H	TCEB1
ARPC5	EPS15
WWTR1	YWHAH
AXL	PIK3CB
NDUFA12	NDUFC2
PSMD4	CSNK1A1
EIF4EBP2	HSPA1L
CTBP1	MRE11A
PRKAG3	PFKFB1
OCRL	PLCD3
MRPS14	MRPS5
NCOR2	MED27
C16ORF35	RRAGA
MRPS5	MTIF3
KRT6A	KRT27
EIF3G	EIF2S3
EIF2AK4	MAP2K7
DDB2	USP24
SHANK3	DLG4
PRKACB	OR2B3
MEF2C	POLR2
RPL39	PPP2R1A
PSMD9	PSMD8
SH3GL2	AP2S1
EIF2S2	RPS16
ARRB1	OR1M1
EEF1D	EEF1A1
ACTN1	COL11A1
ARRB1	OR4K13
OR2AG1	GNAL
ESR1	OTUB1
HUS1	FAAP100
PTBP1	POLR2K
BMP2	SMAD9
CDC42	WASL
PRCC	HNRNPH2
EGR2	PARP14
LEP	IL23R
FOS	TNFRSF1A
ARRB2	PPP2R2C
FUS	SRSF7
DLG1	APC VARIANT PROTEIN
COL2A1	ACTN4
WFS1	ATF6
HLA-DRB3	SEC24C
IGLV2-14	ELMO2
KRT32	KRT83
BET1	F5
MRPL10	MRPL13
ZBTB16	RBX1
CETN2	RAB8A
LPAR3	GNB2
NDUFS3	NDUFAB1
HRAS	RALBP1
POLR2J	POLD1
GLI2	WNT8A
DYNLL1	PRKACA
WNT2	FZD7
GSK3B	TP63
USO1	DCTN2
VEGFA	ARF1
PRPF19	UBC
FBXL12	FBXO7
WNT1	RYK
HLA-DRB1	SEC13
BAZ1B	MED1
RELA	BCL2
POLR2F	INTS1
LYN	EPHA2
PTPN11	GNAI3
PLK1	CENPA
GLUD2	GLS2
IGLV1-47	IGKV2-30
RARB	KMT2C
TFAP2C	RARA
SRC	ELMO1
ZNF830	UBB
TMED2	BET1
SREBF1	ABHD4
POU2F1	POLR2L
PI4K2B	PIK3C2B
ARPC3	MYO1C
GAB2	GFRA4
ITGAM	COL11A1
HS6ST2	GPC3
SMARCE1	IRF7
PCDH9	CDH19
COPG1	DCTN2
ACTR3	UBC
DNAJC3	RPLP1
RPS8	SMG7
GNB2	GNAZ
ECSIT	MT-ND4
HTR4	GNG7
MED7	MED12
PSMB6	PSMA6
F2RL2	GNA14
FGF13	CSF1R
HLA-DPA1	KIFAP3
CTTN	AGFG1
CD2BP2	XAB2
RPLP2	SSR3
RBBP4	LIN54
MAP3K14	FBXW11
HSP90AB1	IL22
PSMD12	MAP3K14
MED15	PPARA
CSTF3	GTF2F2
ITGAV	COL11A1
FCGR2A	IGHV1-2
HUS1	MDM2
IGLV3-19	V3-2
WDR77	SNRPG
RASA4	MRAS
RPL17	RPS13
FBXW9	FBXL7
IGLC2	V5-4
TFRC	HSPA8
AAK1	UBC
SNRPD3	SF3A1
IFNAR2	PTPN11
PUF60	DHX15
RBM5	U2AF1L5
EGR1	MAPK1
RBMX	CDC5L
THRB	MED30
CACNA1G	KCNJ11
GCFC2	SNRPB
PABPN1	SNRPA1
CFTR	ACTR2
GRK5	GRM4
RPS27	CENPA
CASC3	SRSF5
COL1A2	PARVB
INPP5A	PLCG1 VARIANT PROTEIN
PBX1	ZIC3
BCL9	SMARCA5
PRPF3	HNRNPA2B1
PCDHB16	PCDHA11
RQCD1	POLR2A
ZWILCH	CENPE
DKFZP686B23205	RET
PCF11	HNRNPM
ERBB2	DOCK7
HDAC4	HIST1H2BK
ARRB2	OR4F6
C1QB	C2
CSNK2A1	ARR3
ADCY3	GNG13
PSMA8	SHFM1
UTP4	NOP58
RPL37A	SRP54
PSMC6	RFWD2
HIST3H2A	HDAC11
NDUFS4	MT-ND1
V2-17	IGHE
VCL	COL4A6
ATF1	UGT8
U2SURP	TXNL4A
RBBP8	BRCA1
USE1	KIF3C
CCNH	DDB2
CENPP	SPDL1
IGKV1-5	V2-15
SIAH2	FBXO17
MED26	PPARA
COL11A2	ITGA7
AKAP9	DCTN2
PWP2	DIEXF
FGF18	FGF22
UBC	IRAK1
HERC2	KDM4B
KRT13	KRT6C
RPS2	RPS20
AP2A1	HLA-DRB5
GSTM3	CYP2C9
HSPA8	SF3B4
RAE1	DDX20
RPS12	SRP9
MRPS14	MRPL57
GOLGA1	SYS1
MRPL54	MRPL16
CHD2	CCNK
ALYREF	NXF3
IGLV3-1	PIK3CB
MAPK14	AKT2
CRKL	PIK3CA
V1-9	CDC42
CREB3L4	AQP2
IGLV2-11	ELMO2
SHANK2	NLGN4X
CHRNA3	JAK2
SEC11A	RPS6
KAT5	RAD9A
PLK4	PPP2R1A
SF3B2	RNPC3
IL4	STAT3
AKT1	INSR
POLR2E	CWC22
RPP30	RPS7
DCP1A	RPS18
NCBP1	SF3B5
AP2S1	EGFR
BRF2	ZNF143
PDGFC	IGF1R
CSTF2	CPSF2
TNC	ITGB8
MRPL17	MRPL49
U2AF1L5	DHX16
PSMD5	PSMD9
ARF4	ARCN1
SART1	SRSF6
INSR	GRB2
SNRNP25	LSM2
CASP9	CASP6
HNRNPA3	SF3B1
NDUFB7	NDUFA7
RAB1B	DYNLL1
V1-3	SHC1
SNX9	SYNJ2
MRPL9	MRPL4
RPLP0	RPS15
ATP6V0C	ATP6V0E2
MEIS1	HIST1H3A
KRT23	KRT4
RGPD4	SUMO2
SYF2	SNRPB
GPHN	GABRA4
KRAS	SHOC2
TSC1	RRAGA
YKT6	DYNC1I1
DCTN2	TMED10
TNLG4A	TRAF2
SIN3A	HIST2H3A
ALMS1	PLK4
CDCA8	PDS5A
FLNA	COL1A2
EIF3J	RPS14
ADAMTS14	COL1A2
CRADD	NSMAF
CDK1	NUP50
PCF11	CSTF2
IRS2	INPP5D
PPP2R5E	AXIN2
NDUFB2	NDUFA1
RPL3	RPL31
PABPC1	RPL31
RPS27A	ARPC5
COL2A1	ITGB7
DLL3	NOTCH4
EIF4A3	POLR2E
H2BFWT	HDAC7
GOLGA1	ARL1
CD2BP2	SRRM1
ARPC1A	V4-6
FCAMR	IGKV1-33
PPP2R2B	KSR1
MED12	NCOA1
NR1H4	SLC51A
FCGR3B	CD247
ATP6AP1	ATP6V1B1
RAN	TPX2
APITD1	SPC24
SUPT4H1	ERCC3
OR1K1	GNG13
LRP5L	GNG8
V2-11	LAT
HNRNPA3	SNRPD1
WIPF2	ARPC1B
CD2AP	NPHS1
CALML4	NMDAR2C
KRAS	UBC
PSMD10	UBE2C
POLR2F	DDX21
LRP6	GNB2
ADH6	ALDH3B1
NUP93	KPNA3
COG8	DYNC1I1
VCL	STM7
ITGB3	PLCZ1
RIPK2	PRKCI
TIA1	POLR2C
CEP131	CEP57
KIF2B	DYNLL1
RPN1	RPL39
TCTN3	DCTN2
IL23A	SOS1
RAB8A	CHM
HIST1H2AA	HIST1H2BB
CSTF3	EFTUD2
ELMO1	IGKV3-11
TGM2	ITGB1
CCT4	GNB2
OR1S2	GNG13
RPL12	EEFSEC
CEP89	SFI1
CD72	BTK
GNB4	PIK3R2
TBL3	NOP14
TGFB1	EP300
HNRNPUL1	POLR2H
AKT1	IRF3
IGLV2-23	IGKC
GDNF	AMHR2
NCOA6	PAXIP1
EP300	POLD4
IFNA5	IFNA17
IGLV7-43	GRB2
IGKV A18	IGHV3-23
FRS3	PLCG2
COQ10B	NDUFS4
SSNA1	CETN2
DRD5	GNAO1
EPHB2	EFNA4
MED11	MED10
PLK4	YWHAE
RMI1	RAD51B
CCL16	CCR10
TFRC	AP2B1
CCT3	GNB4
ACVR1C	BMP8A
CENPW	RSF1
DVL1	FRAT1
TNFRSF14	TRAF5
UTP6	UTP3
TCF12	IL16
IFT81	IFT22
KIF2C	DIAPH2
FAT2	CDH17
HIP1R	EGF
SPI1	SP100
ESR1	POU4F1
SF3B3	DDX5
MAGOH	RPL35
CDC27	SKP2
NUP210	SNRPG
SGIP1	CLTB
SRSF3	CTNNBL1
V5-1	GRAP2
PSMB2	AURKB
NELFB	TCEB3C
ITSN1	CHRM2
ITGB7	ITGA2B
KCNAB3	KCNH4
RRP9	SNU13
PRKACG	OR52N5
DHX15	SNRPN
V2-17	GRAP2
PSMD5	TP53
VEGFA	PLCG1
HIST1H2BC	HDAC7
GNAI2	CHRM3
EGR1	PCSK2
SPTAN1	CD59
CELSR3	CDH17
IGHV2-70	IGHM
POLD2	RPA2
POLR2I	EAF2
MRPL58	MRPL36
WASL	EGFR
APOA1	ABCA1
BET1	COPE
PSMD5	PSMD11
DRD4	GNG12
BCAS2	PCBP1
KRT82	KRT35
CCT4	TUBB3
KAT5	BRIP1
MRPS26	ERAL1
AREG	USO1
ITGB8	VCL
V5-4	LAT
XAB2	SRSF6
TRRAP	HIST1H4A
RRAGD	YWHAB
TUBA1A	CCT5
CDK4	CFLAR
IGLC2	V1-7
DNAJC6	DNM2
KITLG	IGF1R
HAUS1	ALMS1
KRT28	KRT76
SMG7	RPLP1
VWF	RAP1B
IL3RA	IL12RB2
ITGA7 VARIANT PROTEIN	TLN2
XRCC1	LIG3
MAPK9	PLA2G4C
NRXN2	NLGN4X
TCF7L2	SOX2
PAPOLA	THOC7
RSF1	CENPA
CEP76	TUBA1A
NFKB1	IFNA1
C3	IFITM1
PSMC3	CDC27
APTX	XRCC5
B4GALT5	OMD
CELSR2	PCDH9
FBXL20	SMURF2
SUZ12	POU3F3
CENPK	PPP1CC
PI4K2B	PIK3R5
RPS6	RRP9
SF3B2	SNRPD1
GRK5	ADRB2
SLC3A2	SLC7A6
V1-3	ELMO2
FOXA1	SMARCA1
CCT4	TUBA1A
BRK1	IGKV1-16
HDAC2	GATA1
EFNA4	LYN
SGO1	CENPH
RTP1	OR52E6
FANCM	STRA13
RLIM	UBE2A
C1S	C1R
EED	DNMT1
RILP	HLA-DQB1
KCNAB3	KCNG3
DHX38	HNRNPF
VPS52	ARL1
CDH17	CDH1
PCNA	UVSSA
SRGAP1	RHOB
PSMC4	FBXL7
KRT83	KRT19
PHF5A	SNRPE
SRP14	RPL26
SYS1	COG6
PSMA6	PSMD8
PNO1	RPS17
IGHV3-33	GRB2
RIF1	KAT5
IGF2R	ARPC3
FCHO2	AVPR2
TCEB1	IWS1
MNAT1	RPS27A
IL2RA	PTPN11
PRKACB	OR2V2
MED13	CARM1
VTA1	CHMP3
DYNC2H1	TUBA3E
POLR3H	GTF3C5
SYT2	UNC13B
AP1M1	ARRB1
CENPN	SPDL1
FGFR1OP	DYNC1H1
SEC13	GOSR2
WDR18	SENP3
TAF11	INTS12
RPP25	RPS9
ACTR1A	SPTBN2
IL36B	IL1RL2
DKFZP686L11144	ITGB7
BMPR2	MAPK1
SUPT4H1	EAF1
CWC25	LSM6
PSMD3	CKS1B
CEP131	MKS1
NCOA3	CTNNB1
NFYA	CHD9
XRCC1	POLR2L
RSPO4	UBC
MPC2	MPC1
NPC1	NPC2
WBP4	PABPN1
SMG9	RNPS1
CDKN1B	UBC
DDX23	CCAR1
PSMC1	CDKN1A
HERC6	FBXO27
TTF1	ERCC6
ACTN1	COL7A1
SUPT16H	CHAF1A
LAMTOR5	LAMTOR2
NELFA	MLLT1
ZMAT5	NCBP1
PRPF6	U2AF1L4
NFYB	ZNF555
RAD51AP1	RAD51
STM7	SYNJ2
ORC2	RPA3
TAF1B	ZNRD1
CCNT2	GTF2F2
SMURF2	AXIN2
RPS15A	RPL8
RPS7	RPS28
SLC18A3	ARPC3
ACTR3	IGLV1-47
BRK1	IGKV1-39
MYH4	CALM1
FBXW4	SMURF2
HDAC10	NOTCH1
ZW10	SEC22B
SYMPK	SRSF7
MED11	NCOR2
FBXO15	HERC5
HDAC1	WWTR1
SOST	LRP5
KDR	MDM2
NUP35	SNRPD1
GRM1	NLGN4X
FGF6	FLRT1
PAX5	BLNK
CENPT	MIS18A
GDF11	ACVR2B
TMED9	RINT1
ARRB2	OR10H5
SAG	WNT8A
PPARGC1A	CHD9
LRP6	FZD6
ARPC5	UBA52
HNRNPM	CSTF2
MNAT1	RRN3
ERBB4	WWOX
RNPS1	SMG7
PRKACG	OR1A1
FZD2	LRP5
EPC1	MORF4L2
SMN1	SNRPD3
TUBA3C	DYNC1I1
MAPK11	TRAF6
GNG7	PLCB4
IL12B	IL27
DIAPH2	CENPH
PRCC	CD2BP2
FCER1A	IGKV A18
TRAPPC10	USO1
CCL2	CCR3
IRAK2	CD36
PLCB2	FZD1
SMARCB1	ZNF718
CDH1	PCDHA7
LSM8	SNRNP40
NTRK1	PIK3R2
SMC1A	TERF2IP
SAP30	RBBP4
CENPK	SEC13
CTTN	DNM2
ATF4	CXCL8
TRAPPC11	CHML
FGFR1OP	TUBGCP6
CNIH1	SEC23A
CSTF1	SNRNP40
SNRPD2	LSM6
SRSF7	HNRNPA0
ZCRB1	POLR2F
HCFC1	OGT
SMO	ARRB1
PPP2R1A	UPF3B
CHMP3	UBB
VEGF	SHC1
EFNB2	EPHB2
HIST2H2BF	H2AFX
TELO2	ATR
SRF	ELK4
RAD50	DNA2
LAG3	HLA-DRA
CLTB	GPR50
MTRF1L	MRPL20
NDUFA11	NDUFA6
ACTB	DMD
NECTIN2	SRC
PNRC2	RPS4Y1
SMG1	PPP2R3B
ITSN1	TF
SMC1A	SYCP2
PCDHB3	PCDHA11
POLR2E	RBM5
TBCC	TBCD
ASH2L	NCOA6
SNRPD3	CTNNBL1
PRKCB	GNB4
PRKACB	OR10X1
DDX52	DDX47
CCR4	GNAI1
CLASP1	AJUBA
SREBF1	FADS1
TCRA	HLA-C
PTPN11	FYB
GOLGA2	AREG
XYLT2	AGRN
EIF5	EIF3D
MYB	MAF
MED29	MED18
IGLV3-25	BAIAP2
PCTP	ACOT11
LEP	EPOR
PPIE	RFC3
COL3A1	ITGAM
GSPT2	RPLP2
COL4A2	TLN1
SUGP1	TRA2B
RNPS1	THOC1
NXT1	NXF3
GPLD1	GP2
CTSC	SAR1B
ITGA4	TLN2
NR3C1	TBP
RNF41	ERBB3
FGB	VCL
TAF1A	MYO1C
BBS1	RAB3IP
GABBR1	GNG5
CRTC2	PCK2
HLA-DPA1	SH3GL2
V5-6	WASL
TCF12	POU3F3
CDH17	PCDHB16
SPTBN4	ARFGAP2
HNRNPK	POLR2I
TPR	EIF4E
RPRD1B	POU2F2
FYN	VAV1
SNRNP48	DDX23
OR6N2	GNG7
GNAQ	AVP
ITGB2	SELP
MED20	THRAP3
POTEKP	COL9A2
PLK1	RPGRIP1L
CDK1	CDK5RAP2
HNRNPH1	POLR2F
POM121C	NUP37
ITGB6	COL12A1
CRLF2	JAK2
DGKI	PLCE1
NDUFS4	NDUFA3
RPLP2	RPS13
MAPRE1	HAUS4
IGKV3-15	ARPC4
ROCK2	RDX
CASP14	LCE3D
MED19	CDK4
TLR4	EIF2AK2
AREG	RAB1A
IGKV1-17	IGKV2D-40
SLC18A3	AP2S1
SSR1	RPL30
CDC73	TCEB3
VRK3	MAPK7
TUBGCP4	TUBB4A
TRIP10	CLTC
PHF5A	POLR2G
CENPJ	CEP135
MAPK11	IL6
NUP58	SUMO1
MRPL36	MRPL32
ICE1	INTS2
STAT4	HLA-DRA
UBA52	BTRC
INCENP	SPC25
GRK2	XCR1
INTS10	INTS1
MED6	EP300
RBM8A	NCBP1
NDUFS2	NDUFV1
PCSK1	NOTCH3
YWHAE	TUBB4A
SRSF2	NXF1
IGLC6	NCKAP1L
PPIB	COL3A1
CPSF2	POLR2I
HIF1A	FAM162A
CD14	IRF3
DHX16	HNRNPU
GRK2	OPRL1
PPP2R2A	PPP2CA
SRC	EPHB1
UBQLN2	WNT5A
SYK	HLA-E
KNTC1	DIAPH2
NOX1	MMP2
MYL9	LMOD1
GRK7	MTNR1A
CD36	TRAF6
SNRPE	HNRNPL
OCRL	RHOA
FOXA2	STAT5A
IGHV1-69	IGHG3
PAX5	IKZF3
RPS15	EEF1A1
POLR2D	SNRPC
E2F1	CDKN2C
UBB	BRE
CKAP5	KIF18A
CENPK	BIRC5
CRK	V2-8
ETF1	RPL37A
FFAR3	GNB1
IL12RB1	IL4
ITGB5	YES1
PRKACG	OR4C16
PAF1	POLR2B
PCF11	RBMX
PNRC2	SMG8
NEK9	NUP37
CDSN	TCHH
BUB1B	SMC1A
PIP5K1B	TMEM55B
COPA	NBAS
GNAI3	P2RY4
ZMAT5	ZCRB1
PDS5A	CDCA5
PMF1	CENPM
JAK3	IKZF3
NFKB1	MMP2
NDUFA9	NDUFAF2
SUPT4H1	MNAT1
CCNB1	CENPF
ASXL1	MBD6
PRKACB	OR51Q1
GRK7	SSTR4
RTP1	OR5H14
PCDHA7	PCDHGB3
NUP50	SNRPD3
ITSN1	EPS15L1
CCR5	GNAT3
MYC	USP28
SIAH1	WSB1
MRPS5	MRPS12
RFC4	TP53
MRPL20	MRPL23
LAMC3	ITGA9
ACTB	IGLV3-21
WBP4	LSM2
TSC2	RHEB
HIST1H2AB	HIST1H2BH
RNF8	DCLRE1C
GJA1	TUBB1
IGKV A18	V2-11
POLR2A	TAF12
PIP5K1B	PIK3C2B VARIANT PROTEIN
CDC20	CKAP5
ATP5J2	ATP5H
PHKG1	CALM1
TUBB	TUBGCP6
TAS2R31	GNAT3
GTF2H4	EAF2
DYNLL2	IFT88
RAB27A	GDI2
GNAI3	HTR2B
OR4F17	GNG13
ACTN1	MAGI1
CCNH	POLR1C
VTN	ITGA7
DDX42	SNRNP35
MEF2A	WWOX
CDK2	CDKN1A
RNF5	UBC
SPTB	SCN5A
IGLV	IGLV7-43
TBCD	TUBB4A
GNAT1	PLCB1
RAB33B	COG2
IGKV1D-12	IGHA1
SMG7	RPL21
DCTN1	KIF4B
PCDH1	PCDHA12
PSMD5	PSMB5
ABR	CDC42
HNRNPF	CPSF7
SNUPN	GEMIN2
UBC	FBXL4
PCDHA11	PCDHA3
EPOR	CBL
WTAP	POLR2E
RIPK1	FAS
BCL3	DDIT3
IFNA14	FOS
RBBP7	ITGB3BP
PARVA	ITGAV
TOP3A	RAD1
VCL	ITGA5
BCAS2	CSTF3
AKT3	YWHAQ
HIST2H2AA3	HIST2H2BE
MLLT3	SUPT4H1
RPS7	WDR43
C1S	IGKV A18
RAB5A	CD4
DNMT1	SAP30
WDR77	MBD2
SNRNP25	SNRPG
CENPI	TAOK1
COPZ1	KDELR3
SKA1	BUB3
SMG5	PPP2R5C
PCNA	DDB2
SNRPN	PRCC
MRPS7	MRPS21
FOXA1	CREBBP
RAD21	MYOG
CYP2C19	GSTM3
SHFM1	PSMB8
IGLC3	WIPF1
RALGAPA2	RALGAPB
CCNB2	B9D2
CDH6	JUP
SMC3	MAD2L1
USP43	ISG15
IGLC2	FCGR2A
NUP153	CDCA8
MYO5A	STX1A
WDR61	GTF2F1
SNRPD1	PAPOLA
GFM1	MRPL34
MAD2L1	RCC2
WNT4	GNG12
RPS26	PNO1
RAB18	DCTN4
ELAVL1	DDX5
TUBB4B	TCTN1
SESN2	PRKAG3
SPC24	AHCTF1
ATRIP	RFC3
PIAS2	HIST2H3A
IFNAR2	USP18
TAF1C	TAF1B
PCF11	EFTUD2
PTK2	LIMS2
PIP4K2C	MTMR2
RXRA	MED1
SYNJ1	STAM
PSMB6	RELA
RPRD1B	TAF5
HNRNPA0	LSM5
HNRNPD	HNRNPA2B1
PCDHB4	PCDHB6
IGKV1-17	NCKAP1L
IGLV2-23	V1-16
ACTR2	SLC2A8
EIF4A3	HNRNPM
RPL3	RPL34
TUBB6	TBCA
DNAJC8	GTF2F1
MAPK3	MAX
PRKACB	OR10G3
PRPF31	CCAR1
TUBB6	DNAI2
CUL1	BTRC
COL21A1	SERPINH1
PTAFR	GNG2
ACTBL2	ACTN1
IFNA7	JAK2
ETS1	ETV4
HIST1H3A	RNF2
MRPL58	MRPL16
INPP5K	PLCD1
MED14	NCOA6
CAMK2A	FBXO43
IRAK2	TOLLIP
FCGR3A	V4-1
GNG7	GNAO1
SRSF3	HNRNPF
INTS2	INTS6
PCGF2	KDM6A
SHC3	STAT3
IGKV2D-28	IGHV1-69
CRK	IGHV3-48
MRPL9	MRPL17
GGA3	CRK
PIP5K1C	PIK3CD
PEBP1	PAPSS1
WWTR1	SNW1
GTF2F2	DDX46
IRF7	IFNA13
NFATC3	IL17F
PRKACA	OR10K2
ORC6	POLE2
PDCD7	POLR2K
CTNND1	VCL
PCDHA9	PCDHGA2
STAG2	CENPO
SEPT2	NPHP4
PIK3R5	PI4KB
ZWINT	STAG1
TCEB3C	MLLT3
POLR2E	RPRD1B
POLR2L	MAFB
RPA4	ORC3
PTP4A1	TUBA1B
PHF5A	SF3B4
IFNA21	NFATC1
SEPT2	PRKAR2B
RGS9	GNAT2
GTF2F2	INTS7
NELFB	GTF2H2
TMED3	COPE
NR3C1	NPAS2
BEX3	NGF
POLA2	DNA2
WNT8B	GNB4
PSMD7	UCHL5
MED19	MED22
FOSL2	JUN
MRPL54	MTRF1L
